Area Code,geometry,Latest Data,Local Authority,"Cases per 100,000"
E08000025,"POLYGON ((-1.872564450354147 52.5849446957769, -1.878715994522656 52.56943437526889, -1.918157497082442 52.54730653029468, -1.933149919226925 52.54581281304045, -1.929441001483426 52.53129921408479, -1.96198143019223 52.52841572070989, -1.963024853709392 52.50489731059925, -1.93813215324312 52.49842475570746, -1.950777023864584 52.48324666227011, -1.964007036833392 52.48198569393502, -1.977896773933052 52.4671654765627, -2.013243482637507 52.46219079038119, -2.016990280959241 52.4326829309962, -1.986037059062458 52.41672618598975, -2.033640612790393 52.40232792754977, -1.998486389167464 52.38113799675512, -1.953613796208712 52.39337065175769, -1.934314706104237 52.38723637956866, -1.913675024499575 52.40746430416568, -1.882697285006605 52.39981296493724, -1.868746782597637 52.40473750991318, -1.866645133422945 52.41104531526083, -1.844496159187176 52.41025263998367, -1.834643560600364 52.41743328121705, -1.800317366818949 52.45829757852023, -1.77914629442649 52.45015461617485, -1.759600512923332 52.45191095861004, -1.755782918625159 52.49948010989648, -1.799446617353102 52.50429322992903, -1.753523190840308 52.51296689605385, -1.753810175172998 52.52121316242783, -1.728877933443381 52.52456276762403, -1.749085999228331 52.53142236429041, -1.755998264835804 52.55538249577518, -1.774230048051704 52.56462778068979, -1.763546162863187 52.57097913195429, -1.788081299332904 52.58786260882206, -1.796528089402602 52.59912293868158, -1.828128581896644 52.60872198867573, -1.853954162111551 52.60192503544072, -1.872564450354147 52.5849446957769))",2021-02-21,Birmingham,8292.0
E08000026,"POLYGON ((-1.539790819395488 52.46479868687347, -1.561191667257275 52.45522257034658, -1.589863107026492 52.46191210909011, -1.595487259243085 52.45591975906164, -1.595228610412169 52.43992641591549, -1.608270846482756 52.43884097490334, -1.614450000654579 52.42796799972732, -1.602175502242975 52.41605701555, -1.601067382473789 52.38929948555889, -1.567606887461617 52.3846889239322, -1.552412421710596 52.36389207501571, -1.52465132517521 52.37940090097461, -1.51391247813349 52.36906180205615, -1.504498937656689 52.37780714785204, -1.464013603342527 52.37326716825179, -1.431394403608367 52.39686946827581, -1.438045566863053 52.41025735839789, -1.423932488475298 52.43297882147984, -1.45905317416489 52.45515803373849, -1.491982124130263 52.45858475435447, -1.505033963240059 52.45008924120616, -1.539790819395488 52.46479868687347))",2021-02-21,Coventry,5924.3
E08000027,"POLYGON ((-2.13348672789088 52.55406666395073, -2.135587276209058 52.5344609374318, -2.152210006030852 52.52569607370202, -2.144210682099499 52.51707405854546, -2.191940496755417 52.50345527448592, -2.167419625320726 52.47154109839516, -2.176483157471552 52.45482184750811, -2.164851282579976 52.43020414131321, -2.136026836090724 52.42626822294748, -2.098565091996968 52.44528353947793, -2.08482057426392 52.43219755263485, -2.068051864689717 52.4351950959813, -2.062467343252873 52.42743065338994, -2.055783061545069 52.4413058490695, -2.037881000107574 52.44155755510518, -2.036987762666655 52.42754570753045, -2.016990280959241 52.4326829309962, -2.013243482637507 52.46219079038119, -2.022749236852346 52.48055140552598, -2.059016666225423 52.46197535074553, -2.097090415172533 52.46839482009887, -2.064322898722696 52.48716898532064, -2.057257608246897 52.51227147530125, -2.079590407860263 52.5240847825462, -2.073942057711914 52.54987967498013, -2.079778754038909 52.55702731863464, -2.108244378952263 52.54394488065995, -2.121453692071965 52.5569349883017, -2.13348672789088 52.55406666395073))",2021-02-21,Dudley,7782.1
E08000028,"POLYGON ((-2.050982467780169 52.55272911528367, -2.073942057711914 52.54987967498013, -2.079590407860263 52.5240847825462, -2.057257608246897 52.51227147530125, -2.064322898722696 52.48716898532064, -2.097090415172533 52.46839482009887, -2.059016666225423 52.46197535074553, -2.022749236852346 52.48055140552598, -2.013243482637507 52.46219079038119, -1.977896773933052 52.4671654765627, -1.964007036833392 52.48198569393502, -1.950777023864584 52.48324666227011, -1.93813215324312 52.49842475570746, -1.963024853709392 52.50489731059925, -1.96198143019223 52.52841572070989, -1.929441001483426 52.53129921408479, -1.933149919226925 52.54581281304045, -1.918157497082442 52.54730653029468, -1.933927274618761 52.56003417347473, -1.951068618138678 52.55683306113298, -1.964143446085346 52.56322677220204, -1.975496555880755 52.55556040554382, -2.010978484835225 52.5690653353549, -2.050982467780169 52.55272911528367))",2021-02-21,Sandwell,9677.0
E08000029,"POLYGON ((-1.753523190840308 52.51296689605385, -1.799446617353102 52.50429322992903, -1.755782918625159 52.49948010989648, -1.759600512923332 52.45191095861004, -1.77914629442649 52.45015461617485, -1.800317366818949 52.45829757852023, -1.834643560600364 52.41743328121705, -1.844496159187176 52.41025263998367, -1.866645133422945 52.41104531526083, -1.868746782597637 52.40473750991318, -1.845498309631869 52.39978221538891, -1.872033840324806 52.36759853023511, -1.807801417349511 52.36660800267361, -1.77575239671801 52.3479636776833, -1.779224366946852 52.3645399179904, -1.746166869333643 52.35493520837902, -1.734971047509903 52.37024346201162, -1.720471288765478 52.37256822440616, -1.718546352037685 52.35573772297927, -1.693885000739291 52.35101335721419, -1.684447867720518 52.36318919985867, -1.660888093065677 52.36567010658008, -1.64841803963759 52.35674339649951, -1.622506985324538 52.36616443133385, -1.601067382473789 52.38929948555889, -1.602175502242975 52.41605701555, -1.614450000654579 52.42796799972732, -1.608270846482756 52.43884097490334, -1.595228610412169 52.43992641591549, -1.595487259243085 52.45591975906164, -1.624452205171168 52.46353867181586, -1.641396724961645 52.44334357534932, -1.662286673358881 52.44429932442462, -1.666585940827741 52.43547156651418, -1.677154191185331 52.43635662725368, -1.753523190840308 52.51296689605385))",2021-02-21,Solihull,6315.0
E08000030,"POLYGON ((-1.954569735488513 52.66264117115039, -1.960963098182078 52.64281467714637, -1.986550312238841 52.64040927823993, -2.029465718008931 52.62567390875638, -2.030123154232707 52.61695450374307, -2.050717869183168 52.62052268058216, -2.054599075381667 52.60084756536203, -2.077823933254618 52.5860604686774, -2.05002212961767 52.57214054324931, -2.061952577936325 52.55824905929003, -2.050982467780169 52.55272911528367, -2.010978484835225 52.5690653353549, -1.975496555880755 52.55556040554382, -1.964143446085346 52.56322677220204, -1.951068618138678 52.55683306113298, -1.933927274618761 52.56003417347473, -1.918157497082442 52.54730653029468, -1.878715994522656 52.56943437526889, -1.872564450354147 52.5849446957769, -1.892266016426605 52.59915192803101, -1.886088075186515 52.61541153287953, -1.915985265016525 52.6352857818685, -1.905083805489369 52.64320755745386, -1.918014590974747 52.6498947404699, -1.91087797950224 52.65650077647101, -1.933568580047577 52.66161010456331, -1.945401919254903 52.65629863444316, -1.954569735488513 52.66264117115039))",2021-02-21,Walsall,8406.3
E08000031,"POLYGON ((-2.13348672789088 52.55406666395073, -2.121453692071965 52.5569349883017, -2.108244378952263 52.54394488065995, -2.079778754038909 52.55702731863464, -2.073942057711914 52.54987967498013, -2.050982467780169 52.55272911528367, -2.061952577936325 52.55824905929003, -2.05002212961767 52.57214054324931, -2.077823933254618 52.5860604686774, -2.054599075381667 52.60084756536203, -2.050717869183168 52.62052268058216, -2.081001741279721 52.61190497975207, -2.10124106052418 52.63505336288476, -2.131644099306988 52.63762308377581, -2.168350617692359 52.61998966416019, -2.169157263067206 52.60933836255595, -2.196397261687841 52.6066153665899, -2.18918611805601 52.58877508563744, -2.206696188247621 52.58517948802609, -2.180337026959747 52.5745049379407, -2.175534671576799 52.55440713224536, -2.13348672789088 52.55406666395073))",2021-02-21,Wolverhampton,8899.3
E08000032,"POLYGON ((-2.046130321712587 53.8501412464577, -2.046924637066312 53.82951028195064, -2.061250571697328 53.82563548196357, -1.986765186471385 53.79615061496055, -1.980848824663094 53.78635298881098, -1.928171670794714 53.78757701588412, -1.873402806106936 53.77869040649627, -1.87265337279891 53.75494088238264, -1.855456319557134 53.74830795385744, -1.827836419878973 53.76373268062193, -1.809367867941782 53.76438070543581, -1.770086243129067 53.72625234237313, -1.760908914099393 53.73464541544917, -1.745900931330471 53.73448984033714, -1.747225123488941 53.74681420794336, -1.733765367257272 53.74691833942986, -1.714431573869607 53.76245814009569, -1.681620884197577 53.75646892452151, -1.649563805637767 53.76819792356567, -1.640405913403311 53.77968370402507, -1.674233358077794 53.78000478066951, -1.682270571614152 53.7864149156248, -1.711995739464502 53.7830697684932, -1.6950919532714 53.857537953259, -1.715286009956719 53.8662445633474, -1.760511102446584 53.86360902932323, -1.800424226642191 53.8859645649888, -1.787464830553555 53.89690048136531, -1.756354810959948 53.8847060962697, -1.725430761987686 53.88568925515069, -1.717057602013421 53.89226168815301, -1.732048750243484 53.89594322189695, -1.727216249065407 53.9101971483664, -1.745626041806119 53.92300376298744, -1.775978549469625 53.92148836860927, -1.805089163299372 53.93902266914923, -1.847689279343529 53.94077275835623, -1.836199992959108 53.93142038810171, -1.860125613911123 53.93265758762143, -1.878882361700801 53.95427443277229, -1.883632068687232 53.96316532063834, -1.893767885342513 53.95526090605681, -1.966185943355633 53.9515549652604, -1.963076467658481 53.93340421415645, -1.976867231607887 53.92641776738076, -1.952567072986336 53.9035332799352, -1.979419430317181 53.9011319984765, -1.982359315886981 53.86886159622684, -2.021750855434229 53.8715375090729, -2.046130321712587 53.8501412464577))",2021-02-21,Bradford,8081.9
E08000033,"POLYGON ((-2.061250571697328 53.82563548196357, -2.112278990529826 53.80570838912494, -2.128358518187889 53.79903130389715, -2.124815500589146 53.7880553424965, -2.13636274882185 53.7801044595242, -2.131174436181155 53.75154444837574, -2.173293586687482 53.72301168391107, -2.146328075895756 53.68223152944917, -2.142257551102773 53.67800580896417, -2.134127272345229 53.68573402907569, -2.118085007711696 53.67124522416231, -2.092906475516264 53.67016112393274, -2.051242173187747 53.68369175864625, -2.026815740564119 53.62416714610571, -2.023035957625865 53.61583947690922, -2.009470787131063 53.61677951113919, -1.972743729915186 53.62577347515484, -1.934152275999827 53.64833961225896, -1.894598564321878 53.64542181221285, -1.843566290784299 53.6661219127021, -1.853682840315794 53.67253787973995, -1.825724271275103 53.67025621491985, -1.747301809834638 53.69459457632149, -1.731282802662597 53.68037200246408, -1.735871084178122 53.71324280878851, -1.753636791231412 53.72586025920129, -1.770086243129067 53.72625234237313, -1.809367867941782 53.76438070543581, -1.827836419878973 53.76373268062193, -1.855456319557134 53.74830795385744, -1.87265337279891 53.75494088238264, -1.873402806106936 53.77869040649627, -1.928171670794714 53.78757701588412, -1.980848824663094 53.78635298881098, -1.986765186471385 53.79615061496055, -2.061250571697328 53.82563548196357))",2021-02-21,Calderdale,6202.3
E08000034,"POLYGON ((-1.770086243129067 53.72625234237313, -1.753636791231412 53.72586025920129, -1.735871084178122 53.71324280878851, -1.731282802662597 53.68037200246408, -1.747301809834638 53.69459457632149, -1.825724271275103 53.67025621491985, -1.853682840315794 53.67253787973995, -1.843566290784299 53.6661219127021, -1.894598564321878 53.64542181221285, -1.934152275999827 53.64833961225896, -1.972743729915186 53.62577347515484, -2.009470787131063 53.61677951113919, -1.942725851266938 53.56164129411187, -1.912884642801103 53.55164361495526, -1.909620831955506 53.53839098654683, -1.894109492173785 53.53361177930047, -1.873492625704147 53.54042965081887, -1.84182082823365 53.51990878026579, -1.822228781119836 53.52109092180232, -1.804283016001622 53.53701337347776, -1.771877115331632 53.53385256810191, -1.74155538329141 53.5410707350573, -1.723177507606895 53.55992674152144, -1.669465800923527 53.5532275163473, -1.648234474469732 53.56219503538012, -1.615631884406439 53.56302832178318, -1.596198713248487 53.5769869083184, -1.601752112868385 53.5877589598561, -1.58797836748171 53.59348655095274, -1.58645325959614 53.60717405556945, -1.613675614353891 53.62457315619247, -1.624901504107207 53.65364217951038, -1.590626060365909 53.66066358706119, -1.615216884034563 53.67758114119084, -1.591920049628007 53.68933473773824, -1.602499394508768 53.69217157163533, -1.598375968400805 53.69978077973497, -1.571122265406189 53.70640460464172, -1.592204226504183 53.71853620095584, -1.62337162846243 53.7185469364097, -1.637881917274833 53.74772890753814, -1.658444020161147 53.74545780202086, -1.681620884197577 53.75646892452151, -1.714431573869607 53.76245814009569, -1.733765367257272 53.74691833942986, -1.747225123488941 53.74681420794336, -1.745900931330471 53.73448984033714, -1.760908914099393 53.73464541544917, -1.770086243129067 53.72625234237313))",2021-02-21,Kirklees,6880.4
E08000035,"POLYGON ((-1.727216249065407 53.9101971483664, -1.732048750243484 53.89594322189695, -1.717057602013421 53.89226168815301, -1.725430761987686 53.88568925515069, -1.756354810959948 53.8847060962697, -1.787464830553555 53.89690048136531, -1.800424226642191 53.8859645649888, -1.760511102446584 53.86360902932323, -1.715286009956719 53.8662445633474, -1.6950919532714 53.857537953259, -1.711995739464502 53.7830697684932, -1.682270571614152 53.7864149156248, -1.674233358077794 53.78000478066951, -1.640405913403311 53.77968370402507, -1.649563805637767 53.76819792356567, -1.681620884197577 53.75646892452151, -1.658444020161147 53.74545780202086, -1.637881917274833 53.74772890753814, -1.62337162846243 53.7185469364097, -1.592204226504183 53.71853620095584, -1.571122265406189 53.70640460464172, -1.559322857225724 53.69898371079199, -1.5103956286997 53.72969011019367, -1.495728026868153 53.72230842563055, -1.48829823391603 53.72775699205283, -1.443149427043055 53.72822659895426, -1.39972167293612 53.71930945186499, -1.302043304382972 53.74172463950885, -1.315356778892554 53.74368070140057, -1.312238769596924 53.75588850521622, -1.294942010369895 53.7554628317844, -1.290386070463521 53.76319446046155, -1.313810463792601 53.78155575102313, -1.314872085619563 53.80955741395849, -1.303623459022063 53.81653599025056, -1.336096744961883 53.83358975338811, -1.326557135559671 53.84042343032696, -1.352969877154498 53.85675075200962, -1.312602836403842 53.86531700161856, -1.322270965121262 53.90045719032769, -1.313722763025416 53.90470217322382, -1.300587868977245 53.90748564190485, -1.297203534072311 53.92168202826593, -1.307309709614278 53.9214943608407, -1.294180075581419 53.92706422305995, -1.308992038215252 53.92409791216763, -1.306961839437732 53.93442407546192, -1.344711786167652 53.93950163806627, -1.340405165191846 53.94588818802909, -1.397182499683784 53.94253517235313, -1.406709566481948 53.92784970861698, -1.43260133613277 53.9272366053921, -1.432997344654145 53.91080518346524, -1.462714530738522 53.90601525758809, -1.498781161618945 53.9153069395781, -1.548793222452487 53.91091383909159, -1.551843945185716 53.90294040933859, -1.583625080336443 53.90929387142382, -1.587487022736553 53.90124784380274, -1.599993262131057 53.90977634151276, -1.620537002728299 53.90339496285607, -1.651673330788993 53.9056634267775, -1.655082985110493 53.91248429896018, -1.68462724326052 53.91058809117146, -1.70708308020122 53.91913125599194, -1.717958537894986 53.9085427041814, -1.727216249065407 53.9101971483664))",2021-02-21,Leeds,7077.4
