Area Code,geometry,Latest Data,Local Authority,"Cases per 100,000"
E08000001,"POLYGON ((-2.511322929347965 53.62699496671721, -2.569278281249535 53.59559694826708, -2.595925755541489 53.61081498061044, -2.62590677319225 53.59368327139847, -2.577662519281335 53.58105934352277, -2.559625278023622 53.56123107878447, -2.569603806565716 53.54785478810255, -2.533747180872449 53.52301444627427, -2.505846364071233 53.5389920829183, -2.451097231828703 53.52860539476566, -2.437147227644513 53.54225348942461, -2.354388481051937 53.52624065988439, -2.35369556560839 53.53505659315407, -2.338193545167694 53.53361414039463, -2.341479781943826 53.54588213553593, -2.373588965968429 53.55391410777111, -2.358978458534274 53.55293696577817, -2.356032309349729 53.56066660712268, -2.373988963087776 53.57083799772951, -2.377057495564987 53.59291737582176, -2.362994418604785 53.61030660855895, -2.379436426985778 53.62029822115433, -2.379132115529207 53.63087036434593, -2.42169643500597 53.62383557387397, -2.438724382840171 53.6460454486624, -2.459700043811054 53.62004269419846, -2.47919534002786 53.61703589001227, -2.511322929347965 53.62699496671721))",2021-02-21,Bolton,8256.7
E08000002,"POLYGON ((-2.371236194443877 53.66708065449301, -2.362746514515838 53.65540147423955, -2.370327889048228 53.63153433094521, -2.379132115529207 53.63087036434593, -2.379436426985778 53.62029822115433, -2.362994418604785 53.61030660855895, -2.377057495564987 53.59291737582176, -2.373988963087776 53.57083799772951, -2.356032309349729 53.56066660712268, -2.358978458534274 53.55293696577817, -2.373588965968429 53.55391410777111, -2.341479781943826 53.54588213553593, -2.338193545167694 53.53361414039463, -2.310472525715557 53.52718724404015, -2.290796294394236 53.51202116835731, -2.256965835285475 53.51794578520126, -2.246644947479264 53.52923635412134, -2.26411429994798 53.52469048729056, -2.268270625329414 53.53742595850616, -2.251737294057393 53.54460853691606, -2.237229834428734 53.53886050802601, -2.243304529495091 53.57170423406643, -2.259239989757999 53.58526998142485, -2.273334295354676 53.57931617002834, -2.282373977633805 53.58388811846068, -2.245078582319042 53.60013945840102, -2.2717870687905 53.61451423326175, -2.295272776757004 53.64039523533968, -2.29898508317259 53.66670478918078, -2.316757290589514 53.654987224144, -2.371236194443877 53.66708065449301))",2021-02-21,Bury,8383.7
E08000003,"POLYGON ((-2.256965835285475 53.51794578520126, -2.245227484190502 53.51215670783939, -2.255422506475674 53.49911912669403, -2.245137222199606 53.48608682526582, -2.265320117307736 53.4727290184161, -2.253687275347512 53.45994564383478, -2.30018623198938 53.43641633382853, -2.273620659096936 53.42250083928984, -2.27777960010051 53.41550802968771, -2.297715557823567 53.40836167088828, -2.319919019807955 53.4116235539266, -2.285664606644451 53.37624511491808, -2.29859454979864 53.36082494605269, -2.313998161141734 53.35742464214793, -2.29693022964698 53.3485838120438, -2.301359011047709 53.34012062035902, -2.256447285854016 53.36067684127656, -2.240790084124114 53.35957426699142, -2.246828029577032 53.39605999428865, -2.212594914089022 53.40696801169604, -2.213427713297138 53.41891473096791, -2.188539622470781 53.43665273610424, -2.176470569488919 53.43309922286785, -2.172879636163941 53.44800110758209, -2.158451283885275 53.45493686268771, -2.146827784170644 53.46765872619848, -2.168063775938247 53.48008757322143, -2.16303024605401 53.49284919768461, -2.178710401490364 53.50584995120934, -2.154761037086696 53.51803315700455, -2.186014213817123 53.52905939853862, -2.218725225123531 53.5439068308222, -2.237229834428734 53.53886050802601, -2.251737294057393 53.54460853691606, -2.268270625329414 53.53742595850616, -2.26411429994798 53.52469048729056, -2.246644947479264 53.52923635412134, -2.256965835285475 53.51794578520126))",2021-02-21,Manchester,8883.5
E08000004,"POLYGON ((-2.026815740564119 53.62416714610571, -2.035827063172564 53.60293237536391, -2.059882085279651 53.59248700431267, -2.110637668566731 53.59970882342088, -2.125844687132376 53.5864979736429, -2.156586388420008 53.58228746287904, -2.15092967782001 53.5671241537886, -2.171992894531714 53.55823229192893, -2.169440242641897 53.54615930607815, -2.186014213817123 53.52905939853862, -2.154761037086696 53.51803315700455, -2.178710401490364 53.50584995120934, -2.16303024605401 53.49284919768461, -2.136124524401508 53.49192760009561, -2.093258289923557 53.52061669373919, -2.054148140823722 53.52226916246948, -2.054917069405162 53.53139295562545, -1.963385989260222 53.50982726066898, -1.951332674758333 53.50419883889048, -1.921972845774954 53.50995468489181, -1.926780655610247 53.52094874968966, -1.909620831955506 53.53839098654683, -1.912884642801103 53.55164361495526, -1.942725851266938 53.56164129411187, -2.009470787131063 53.61677951113919, -2.023035957625865 53.61583947690922, -2.026815740564119 53.62416714610571))",2021-02-21,Oldham,8979.4
E08000005,"POLYGON ((-2.146328075895756 53.68223152944917, -2.161352832288301 53.64137417523661, -2.185395839123082 53.63822409278711, -2.182407183570349 53.64825761520063, -2.205228500186096 53.65434883533496, -2.217728899623185 53.66898073881654, -2.24587750356036 53.66352173058302, -2.269866092003282 53.64613661039501, -2.256769015877337 53.62039795474777, -2.2717870687905 53.61451423326175, -2.245078582319042 53.60013945840102, -2.282373977633805 53.58388811846068, -2.273334295354676 53.57931617002834, -2.259239989757999 53.58526998142485, -2.243304529495091 53.57170423406643, -2.237229834428734 53.53886050802601, -2.218725225123531 53.5439068308222, -2.186014213817123 53.52905939853862, -2.169440242641897 53.54615930607815, -2.171992894531714 53.55823229192893, -2.15092967782001 53.5671241537886, -2.156586388420008 53.58228746287904, -2.125844687132376 53.5864979736429, -2.110637668566731 53.59970882342088, -2.059882085279651 53.59248700431267, -2.035827063172564 53.60293237536391, -2.026815740564119 53.62416714610571, -2.051242173187747 53.68369175864625, -2.092906475516264 53.67016112393274, -2.118085007711696 53.67124522416231, -2.134127272345229 53.68573402907569, -2.142257551102773 53.67800580896417, -2.146328075895756 53.68223152944917))",2021-02-21,Rochdale,8750.4
E08000006,"POLYGON ((-2.451097231828703 53.52860539476566, -2.41453919482293 53.51489342986524, -2.438506957340996 53.49240215690534, -2.434469415230232 53.46504440804065, -2.489713821749605 53.46028229743805, -2.449378188302862 53.41589144427991, -2.419582959016075 53.42931890380564, -2.396318265763385 53.45842585562607, -2.354976623865711 53.47401749547449, -2.322059342536427 53.48017049257334, -2.281586292386446 53.46486568820031, -2.265320117307736 53.4727290184161, -2.245137222199606 53.48608682526582, -2.255422506475674 53.49911912669403, -2.245227484190502 53.51215670783939, -2.256965835285475 53.51794578520126, -2.290796294394236 53.51202116835731, -2.310472525715557 53.52718724404015, -2.338193545167694 53.53361414039463, -2.35369556560839 53.53505659315407, -2.354388481051937 53.52624065988439, -2.437147227644513 53.54225348942461, -2.451097231828703 53.52860539476566))",2021-02-21,Salford,8264.4
E08000007,"POLYGON ((-2.158451283885275 53.45493686268771, -2.172879636163941 53.44800110758209, -2.176470569488919 53.43309922286785, -2.188539622470781 53.43665273610424, -2.213427713297138 53.41891473096791, -2.212594914089022 53.40696801169604, -2.246828029577032 53.39605999428865, -2.240790084124114 53.35957426699142, -2.185440883773771 53.35265976960745, -2.180977277456627 53.34404380113824, -2.194162865015269 53.33865044105845, -2.160647547266587 53.32731469650601, -2.14409931007101 53.34287100747421, -2.151190597020515 53.34813313535724, -2.139025310205594 53.36731701160134, -2.123195722997305 53.36194663312341, -2.095179323326015 53.36608069921364, -2.068077807745013 53.35739363783225, -2.040563624895013 53.37408776639626, -2.031058463242998 53.37026238610942, -2.033775432643938 53.37554156977834, -2.004642867241949 53.38632727750106, -1.992329470559085 53.41519313303743, -2.013697182030401 53.41589010980217, -2.026255417539302 53.42986516142855, -2.079803476013599 53.42617663272104, -2.089040028651819 53.43730954185259, -2.102439158317946 53.43260953414062, -2.116008739929764 53.44073091238713, -2.14169023568556 53.43825113283522, -2.158451283885275 53.45493686268771))",2021-02-21,Stockport,6510.4
E08000008,"POLYGON ((-2.16303024605401 53.49284919768461, -2.168063775938247 53.48008757322143, -2.146827784170644 53.46765872619848, -2.158451283885275 53.45493686268771, -2.14169023568556 53.43825113283522, -2.116008739929764 53.44073091238713, -2.102439158317946 53.43260953414062, -2.089040028651819 53.43730954185259, -2.079803476013599 53.42617663272104, -2.026255417539302 53.42986516142855, -2.014227505407551 53.43976275465995, -2.004216051974465 53.43592178585613, -2.00823485273611 53.44154929951509, -1.985792378160462 53.45522677216051, -1.987819575488531 53.48111039938276, -1.963385989260222 53.50982726066898, -2.054917069405162 53.53139295562545, -2.054148140823722 53.52226916246948, -2.093258289923557 53.52061669373919, -2.136124524401508 53.49192760009561, -2.16303024605401 53.49284919768461))",2021-02-21,Tameside,7328.3
E08000009,"POLYGON ((-2.449378188302862 53.41589144427991, -2.478454397728953 53.39621856752718, -2.42658992510444 53.3874615169358, -2.375783624441769 53.36535118341378, -2.339874894341015 53.367377992043, -2.313998161141734 53.35742464214793, -2.29859454979864 53.36082494605269, -2.285664606644451 53.37624511491808, -2.319919019807955 53.4116235539266, -2.297715557823567 53.40836167088828, -2.27777960010051 53.41550802968771, -2.273620659096936 53.42250083928984, -2.30018623198938 53.43641633382853, -2.253687275347512 53.45994564383478, -2.265320117307736 53.4727290184161, -2.281586292386446 53.46486568820031, -2.322059342536427 53.48017049257334, -2.354976623865711 53.47401749547449, -2.396318265763385 53.45842585562607, -2.419582959016075 53.42931890380564, -2.449378188302862 53.41589144427991))",2021-02-21,Trafford,6483.6
E08000010,"POLYGON ((-2.689312587577855 53.60430284194378, -2.693352122294406 53.58942866461684, -2.719222622319709 53.5761141813386, -2.704819147792617 53.55919218530525, -2.717925554954586 53.52721116367333, -2.730520923679598 53.52060014588931, -2.698893012432701 53.50203156018851, -2.666295831992506 53.49975747987905, -2.645540013787094 53.4802523216723, -2.612138266873261 53.48113809053987, -2.61535915029557 53.46360142036144, -2.576742833170838 53.44605720838791, -2.570389947874006 53.45847550696281, -2.549075684650094 53.46148585374302, -2.552638544101471 53.46781340692054, -2.496334458882896 53.48092942195044, -2.489713821749605 53.46028229743805, -2.434469415230232 53.46504440804065, -2.438506957340996 53.49240215690534, -2.41453919482293 53.51489342986524, -2.451097231828703 53.52860539476566, -2.505846364071233 53.5389920829183, -2.533747180872449 53.52301444627427, -2.569603806565716 53.54785478810255, -2.559625278023622 53.56123107878447, -2.577662519281335 53.58105934352277, -2.62590677319225 53.59368327139847, -2.634592158915222 53.60828276250425, -2.689312587577855 53.60430284194378))",2021-02-21,Wigan,8155.8
E08000011,"POLYGON ((-2.887994243211232 53.50382874203719, -2.922615107601431 53.47498321572789, -2.914377592241569 53.46500516464354, -2.900315009263394 53.46915867790974, -2.867855340970704 53.44929459779326, -2.865927249723228 53.41830160944469, -2.892411215688246 53.41076212552489, -2.856219830094314 53.39496014341085, -2.837193761616337 53.3997413922119, -2.821954809472187 53.3806670450162, -2.856165020473811 53.37881498818196, -2.853495810266717 53.36351444793789, -2.840405580101166 53.3473311035908, -2.818806932412268 53.34800070795472, -2.787301698904515 53.35629039547977, -2.77667109006624 53.38105871325865, -2.757654073524239 53.38073787011351, -2.745174638554047 53.40209564647699, -2.786775967124234 53.40118756852576, -2.776201426169966 53.42668704171838, -2.805029536450051 53.43866000525695, -2.795069463495623 53.44323009212682, -2.804407756635659 53.4672364387449, -2.818711772028218 53.46689108460764, -2.824964464727375 53.48520921926539, -2.844421148638582 53.48413038941312, -2.849836424793404 53.49313917281078, -2.865154900380895 53.4920871492598, -2.887994243211232 53.50382874203719))",2021-02-21,Knowsley,11120.1
E08000012,"POLYGON ((-2.922615107601431 53.47498321572789, -2.956306590003643 53.47299347831112, -2.973823154427245 53.46275660331934, -2.974914616325445 53.44332399884984, -3.008752281916045 53.43838099149502, -3.001845422970244 53.41032557459702, -2.974651508869491 53.37877746421957, -2.87815839926006 53.33419884080093, -2.854427682547414 53.32739913253231, -2.82666108251466 53.33165679136899, -2.832457294869522 53.33728943465758, -2.818779881915007 53.33977153405201, -2.818806932412268 53.34800070795472, -2.840405580101166 53.3473311035908, -2.853495810266717 53.36351444793789, -2.856165020473811 53.37881498818196, -2.821954809472187 53.3806670450162, -2.837193761616337 53.3997413922119, -2.856219830094314 53.39496014341085, -2.892411215688246 53.41076212552489, -2.865927249723228 53.41830160944469, -2.867855340970704 53.44929459779326, -2.900315009263394 53.46915867790974, -2.914377592241569 53.46500516464354, -2.922615107601431 53.47498321572789))",2021-02-21,Liverpool,9375.1
E08000013,"POLYGON ((-2.824964464727375 53.48520921926539, -2.818711772028218 53.46689108460764, -2.804407756635659 53.4672364387449, -2.795069463495623 53.44323009212682, -2.805029536450051 53.43866000525695, -2.776201426169966 53.42668704171838, -2.786775967124234 53.40118756852576, -2.745174638554047 53.40209564647699, -2.715226789147725 53.39903489972754, -2.712803441459184 53.39062600836386, -2.690632799188617 53.38538821957363, -2.676317212735591 53.38761936520066, -2.663554698397311 53.42871366030091, -2.675267725031026 53.43296530457086, -2.668513621888628 53.44090705179324, -2.682075637500688 53.43890140957775, -2.677170413813967 53.45278624643935, -2.639135934197391 53.44439102023168, -2.627462415294177 53.43441260240063, -2.59623052707265 53.44266629299699, -2.598684922924731 53.45041376776319, -2.585296044296351 53.43980721606084, -2.576742833170838 53.44605720838791, -2.61535915029557 53.46360142036144, -2.612138266873261 53.48113809053987, -2.645540013787094 53.4802523216723, -2.666295831992506 53.49975747987905, -2.698893012432701 53.50203156018851, -2.730520923679598 53.52060014588931, -2.768872483778788 53.51357146419296, -2.782476488384224 53.53143019698228, -2.816740181810408 53.5121744985571, -2.824964464727375 53.48520921926539))",2021-02-21,St. Helens,8924.9
E08000014,"MULTIPOLYGON (((-2.959983537059033 53.69178750653425, -2.971564865439159 53.69227400141164, -2.967261486274909 53.69844780392649, -2.977643909362881 53.68574129421328, -2.987214048075907 53.68925641359507, -2.982865564081023 53.68258591286934, -3.014069364078394 53.67914895667106, -3.005663201686095 53.66469180336886, -3.0587181576406 53.6212021461444, -3.104238542289462 53.55445981021099, -3.101899250425134 53.53714028822657, -3.085747392545735 53.52540363810084, -3.068316794678285 53.51990002435375, -3.062758755101668 53.5299501494209, -3.063736849240241 53.50546867714753, -3.041370019128364 53.46542150479339, -3.008752281916045 53.43838099149502, -2.974914616325445 53.44332399884984, -2.973823154427245 53.46275660331934, -2.956306590003643 53.47299347831112, -2.922615107601431 53.47498321572789, -2.887994243211232 53.50382874203719, -2.881716268529928 53.52054389322133, -2.923009407510666 53.52522004251576, -2.947893153600062 53.5443538478543, -2.977614016984759 53.54592307794411, -2.96296435439051 53.52370585960206, -2.975826218738246 53.51528793791103, -3.046698581901094 53.54295832881138, -3.040388475529383 53.56527212038403, -3.022619997656234 53.56959790686933, -3.020709182582319 53.58367521177721, -3.03598609449788 53.5872183408673, -3.028822149695351 53.60231997535575, -2.99788936527924 53.62666708809979, -2.981823130893845 53.62220513594807, -2.967259107002297 53.63132861878425, -2.940143444090289 53.65861051882982, -2.946254044868871 53.67924814411609, -2.957494826783505 53.68328556090349, -2.953717493616947 53.69161279051126, -2.960734162267866 53.6858162986865, -2.959983537059033 53.69178750653425)), ((-2.953047560155473 53.69432465039945, -2.953265714612047 53.69454395143226, -2.95353612003085 53.69481577522141, -2.954138021983661 53.6954208168694, -2.962301148617069 53.6938047902124, -2.950470264853084 53.69171820768905, -2.953047560155473 53.69432465039945)))",2021-02-21,Sefton,8277.6
E08000015,"POLYGON ((-2.928635966870086 53.30820208864991, -3.002545475375058 53.37470213242748, -3.041180611199809 53.44292411365812, -3.177624939801289 53.39970772367179, -3.204074576150585 53.38324913608416, -3.106044853090613 53.31357418464575, -3.136412529556934 53.32840958203911, -3.135646848155704 53.31578176716534, -3.122689201165513 53.31742121311112, -3.129312937604422 53.31437023382158, -3.119067236987093 53.3162167663433, -3.126453903377781 53.31359531170931, -3.11263398227093 53.30909491585493, -3.126820899517841 53.30633672422809, -3.107133623473406 53.30173193528429, -3.12872579173274 53.30619153718889, -3.128136657944854 53.30457432038829, -3.130749195965885 53.30726997929145, -3.126739087902719 53.30073738056988, -3.123935261317342 53.30023841754066, -3.133031829675291 53.29970837196842, -3.134414283593915 53.30801268142696, -3.137980011575177 53.29763969407581, -3.127436120795014 53.29435329599314, -3.116156871874968 53.30081918292218, -3.123915554964005 53.2960719081848, -3.112618530966923 53.29521353404982, -3.10928952733083 53.29710529077742, -3.074165511389785 53.31638090333626, -3.026139551801973 53.29774865858298, -2.99273779101907 53.30710875835057, -2.968033332715319 53.30125510993363, -2.928635966870086 53.30820208864991))",2021-02-21,Wirral,7228.8
E08000016,"POLYGON ((-1.58645325959614 53.60717405556945, -1.58797836748171 53.59348655095274, -1.601752112868385 53.5877589598561, -1.596198713248487 53.5769869083184, -1.615631884406439 53.56302832178318, -1.648234474469732 53.56219503538012, -1.669465800923527 53.5532275163473, -1.723177507606895 53.55992674152144, -1.74155538329141 53.5410707350573, -1.771877115331632 53.53385256810191, -1.804283016001622 53.53701337347776, -1.822228781119836 53.52109092180232, -1.796288218983548 53.50315299057199, -1.801470632449407 53.48099176075045, -1.783648168335146 53.48479899796381, -1.738707877123091 53.47715202881364, -1.731982884058813 53.49089664677039, -1.701088763641533 53.50312097603334, -1.606590843495993 53.49290717307656, -1.5496581099153 53.47849423631789, -1.539046919052963 53.46171549087336, -1.551261856310792 53.44620439025448, -1.532926864165404 53.43831531200212, -1.513170736186261 53.45142302233189, -1.514813834163351 53.46366677577716, -1.494748734283073 53.4862692667841, -1.455219214042895 53.47175094555904, -1.452206656964904 53.48492886448708, -1.441050819861939 53.49110548987417, -1.427965139051134 53.48585370541226, -1.380099493407245 53.51422808338705, -1.31244277467456 53.5137944816166, -1.281283378232972 53.51649227799039, -1.286172281947066 53.52676034596742, -1.275726486762182 53.52983731291095, -1.293808848112915 53.53581040598298, -1.297657268828946 53.55149621682502, -1.326807046406036 53.55818532707643, -1.348733411373082 53.58334763005816, -1.376702960028435 53.60647841880103, -1.400359836697096 53.5986710223328, -1.447630613762085 53.61273882068266, -1.483708584430374 53.59486879161243, -1.495119578033271 53.60319023298121, -1.496562463007366 53.59737374975651, -1.518671066579837 53.59971929667973, -1.530781444042361 53.59312937992467, -1.560452768721541 53.60755179567315, -1.58645325959614 53.60717405556945))",2021-02-21,Barnsley,6716.2
E08000017,"POLYGON ((-0.991002192683158 53.66118651807385, -1.048662636273154 53.65605747998827, -1.06607212816008 53.64889127468746, -1.121743630049793 53.64671864216907, -1.135407203023199 53.63272867927197, -1.152297868760771 53.64277665995752, -1.190313488824126 53.63591692838347, -1.209827182593759 53.64316412966871, -1.217468508256029 53.62422432688986, -1.232844272433534 53.62111224641961, -1.229173547506516 53.61687646106066, -1.248249867149384 53.61635328470138, -1.258028136213182 53.59199744983774, -1.288249457312442 53.58073238713947, -1.307819708088101 53.57536697076372, -1.348733411373082 53.58334763005816, -1.326807046406036 53.55818532707643, -1.297657268828946 53.55149621682502, -1.293808848112915 53.53581040598298, -1.275726486762182 53.52983731291095, -1.286172281947066 53.52676034596742, -1.281283378232972 53.51649227799039, -1.31244277467456 53.5137944816166, -1.310058132194702 53.49793290619783, -1.289063850465964 53.49104085719289, -1.298490264728525 53.47558742853003, -1.269816810240376 53.48584632255945, -1.249926215527978 53.47682366031225, -1.258155008979706 53.45498309488197, -1.238098552034634 53.43275451173859, -1.170290710402314 53.43530163561599, -1.160493159620966 53.42435223244759, -1.136019739027863 53.42448255656831, -1.145945651536523 53.41232462379713, -1.116041006027868 53.40734935379676, -1.08043943279743 53.42686785994026, -1.030949818776205 53.43097952640139, -1.030515294855363 53.42519531039431, -1.014346739554086 53.4262954965662, -0.995669798894032 53.43692668433088, -0.985978085087804 53.47167337199496, -0.9532592055871409 53.48442352928916, -0.935564625288195 53.5025165293909, -0.932094163383945 53.51067182361648, -0.950009087300711 53.51365743446911, -0.943715825340442 53.53064301866817, -0.892295380495885 53.53746696384545, -0.901265910078631 53.54790842525021, -0.890995208077956 53.56655898229209, -0.901117807880235 53.56872422661364, -0.897926451077773 53.58327743859383, -0.865338726025611 53.63770823304274, -0.946844642823067 53.65914176748313, -0.989983462105166 53.65898293605194, -0.991002192683158 53.66118651807385))",2021-02-21,Doncaster,6598.5
E08000018,"POLYGON ((-1.455219214042895 53.47175094555904, -1.441535203954148 53.44543364445062, -1.408504077372087 53.42034939518499, -1.380439006868195 53.4241688666922, -1.39352979520877 53.42000301365568, -1.375798341047068 53.39367423944468, -1.391398314264424 53.38332064478677, -1.331976663588798 53.35235587313073, -1.324669174928434 53.32881001398395, -1.299023010154475 53.3325116373731, -1.288589026541068 53.32622805490386, -1.295678164219135 53.3150369724564, -1.282011413241738 53.30946259021989, -1.243868382773703 53.301569792195, -1.230687934467573 53.30855973507769, -1.203239046877195 53.30422324058408, -1.199742828589996 53.31144018537986, -1.138718102103759 53.34138281177989, -1.141007460874645 53.34674767800747, -1.156843392206562 53.34496950026796, -1.162613287658963 53.35684386202305, -1.138539682032325 53.35590751421635, -1.14603291441165 53.36904114578525, -1.130537089849259 53.37557121951163, -1.134607688879294 53.39003156442459, -1.115579380444407 53.39718574990066, -1.116041006027868 53.40734935379676, -1.145945651536523 53.41232462379713, -1.136019739027863 53.42448255656831, -1.160493159620966 53.42435223244759, -1.170290710402314 53.43530163561599, -1.238098552034634 53.43275451173859, -1.258155008979706 53.45498309488197, -1.249926215527978 53.47682366031225, -1.269816810240376 53.48584632255945, -1.298490264728525 53.47558742853003, -1.289063850465964 53.49104085719289, -1.310058132194702 53.49793290619783, -1.31244277467456 53.5137944816166, -1.380099493407245 53.51422808338705, -1.427965139051134 53.48585370541226, -1.441050819861939 53.49110548987417, -1.452206656964904 53.48492886448708, -1.455219214042895 53.47175094555904))",2021-02-21,Rotherham,7007.6
E08000019,"POLYGON ((-1.801470632449407 53.48099176075045, -1.768437341473386 53.46476693278657, -1.745322967261738 53.46217539611176, -1.739761962102612 53.42098791643897, -1.70853223310302 53.41733947421327, -1.70496532088341 53.4050559739585, -1.653817821874157 53.39191082711045, -1.663548540398967 53.36659516635894, -1.590547954363812 53.34592098524396, -1.612303061605118 53.34321866978827, -1.632726986777356 53.32083921296534, -1.625493744513703 53.31642397881147, -1.609201584493199 53.32266396106277, -1.599093278972525 53.31131819968759, -1.584902010191084 53.32158795236764, -1.580533895879908 53.31173808922915, -1.561731045132623 53.31597089295283, -1.561729893610958 53.30641131773329, -1.536768862206702 53.30474867442784, -1.502131939565483 53.31758207640045, -1.4679128327397 53.31712005577148, -1.455223581823871 53.32186914120088, -1.459880279163595 53.3306893691217, -1.441972114623724 53.33749248907431, -1.420866496129999 53.33456795245604, -1.411033906748826 53.34199249207098, -1.386571546045599 53.33490250726958, -1.386738712735923 53.31763213546863, -1.337751051961297 53.31584805201503, -1.324669174928434 53.32881001398395, -1.331976663588798 53.35235587313073, -1.391398314264424 53.38332064478677, -1.375798341047068 53.39367423944468, -1.39352979520877 53.42000301365568, -1.380439006868195 53.4241688666922, -1.408504077372087 53.42034939518499, -1.441535203954148 53.44543364445062, -1.455219214042895 53.47175094555904, -1.494748734283073 53.4862692667841, -1.514813834163351 53.46366677577716, -1.513170736186261 53.45142302233189, -1.532926864165404 53.43831531200212, -1.551261856310792 53.44620439025448, -1.539046919052963 53.46171549087336, -1.5496581099153 53.47849423631789, -1.606590843495993 53.49290717307656, -1.701088763641533 53.50312097603334, -1.731982884058813 53.49089664677039, -1.738707877123091 53.47715202881364, -1.783648168335146 53.48479899796381, -1.801470632449407 53.48099176075045))",2021-02-21,Sheffield,6647.1
E08000021,"POLYGON ((-1.690073950067305 54.96762490603341, -1.677227859459137 54.96388353818966, -1.637116233635117 54.95754137111178, -1.616165669390266 54.96394011073655, -1.592213515485892 54.9679621419148, -1.552433301789984 54.9580372029455, -1.534172756884976 54.9650985227474, -1.530844295418876 54.98401527894225, -1.536581868875022 54.98549840029446, -1.56298107729353 54.99231749563049, -1.558504011845552 55.00554364404177, -1.60026644234707 55.00983841313706, -1.587382520905048 55.02577777279457, -1.592637685325652 55.03894036583812, -1.638507858744776 55.0415513474158, -1.637893569366376 55.06476859860376, -1.647681258048788 55.07938870151996, -1.713759665015198 55.06547939963536, -1.694883964230294 55.04292732634242, -1.750245276522041 55.02402077992069, -1.756563323874615 55.00326328904557, -1.773842372816853 55.0041394758906, -1.769872349154369 54.98152282594868, -1.769848109796689 54.98138466472816, -1.769256828732565 54.98140042805398, -1.746175895085168 54.98201348238567, -1.719383161737174 54.9680519194207, -1.702575995726438 54.97126410373431, -1.690073950067305 54.96762490603341))",2021-02-21,Newcastle upon Tyne,7289.1
E08000022,"POLYGON ((-1.530844295418876 54.98401527894225, -1.502520978888712 54.98849234362144, -1.517826834959072 54.99638704335316, -1.501781434063182 54.98852705567035, -1.456021277644299 54.98866294730716, -1.429851048908252 55.01328210605967, -1.402787514062958 55.01454023582021, -1.420713944216776 55.01957865808712, -1.461793749700939 55.0743141040297, -1.492328603655288 55.06605838629584, -1.487813614251837 55.0535919966449, -1.508632063321084 55.04802018009102, -1.510284230645507 55.05500891235194, -1.532339652745552 55.05414948325948, -1.539868364332089 55.06159069478451, -1.557040852134658 55.05417819539934, -1.575080097410043 55.05561989207345, -1.578539628665814 55.06308128542506, -1.637893569366376 55.06476859860376, -1.638507858744776 55.0415513474158, -1.592637685325652 55.03894036583812, -1.587382520905048 55.02577777279457, -1.60026644234707 55.00983841313706, -1.558504011845552 55.00554364404177, -1.56298107729353 54.99231749563049, -1.536581868875022 54.98549840029446, -1.530844295418876 54.98401527894225))",2021-02-21,North Tyneside,5497.0
E08000023,"POLYGON ((-1.534172756884976 54.9650985227474, -1.530699388780324 54.95797792752423, -1.515329826785743 54.9573498033564, -1.511217516540767 54.93166587845037, -1.419370792789136 54.92992399663351, -1.363971017247903 54.94411948042494, -1.35661832192635 54.96526643955269, -1.410904923922587 54.99890017762105, -1.401016771025136 55.01133654657119, -1.418603758907319 55.0032309845948, -1.423776841329297 55.0081384892867, -1.44943209596967 54.98435132789712, -1.47187843569643 54.98607721685523, -1.456554188505959 54.97743599708388, -1.480486094806256 54.97490117041406, -1.474501660384652 54.98647495057336, -1.530844295418876 54.98401527894225, -1.534172756884976 54.9650985227474))",2021-02-21,South Tyneside,7044.8
E08000024,"POLYGON ((-1.519209562791699 54.87595651498064, -1.506670129360493 54.87114083513311, -1.504279680573682 54.83122981069808, -1.481855562019661 54.80965141453454, -1.490726468044051 54.7993041361112, -1.422552443552704 54.80317090702803, -1.412954751264205 54.8236547090542, -1.421536337633027 54.83947615492268, -1.347569126549587 54.86062168774597, -1.361607023688703 54.89822682564947, -1.352913425394234 54.91913481163819, -1.370968312986113 54.91170472562781, -1.363477874924801 54.92276862867973, -1.352358003231343 54.92131776547095, -1.366130086700182 54.92610835740184, -1.363971017247903 54.94411948042494, -1.419370792789136 54.92992399663351, -1.511217516540767 54.93166587845037, -1.568891335609843 54.92462479882811, -1.557080314519731 54.90921125362793, -1.559410792254473 54.88203711881282, -1.561809652171306 54.8757167569592, -1.519961432246409 54.87602686551875, -1.519209562791699 54.87595651498064))",2021-02-21,Sunderland,7400.7
